tpnc,ean,nazev,znacka,cena_kc,jednotkova_cena,jednotka,energie_kj,energie_kcal,tuky_g,nasycene_mk_g,sacharidy_g,cukry_g,bilkoviny_g,sul_g,vlaknina_g
105006782,05059944690926,"Tesco Pšeničný toustový chléb s pečeným kuřecím masem, majonézovou omáčkou, římským salátem 167g",TESCO,64.9,388.62,kg,1011.0,242.0,,1.7,,1.7,10.0,,1.9
130480517,08594001028351,"Magnesia Red Malina jemně perlivá 0,5l",Magnesia,22.9,45.8,litre,73.0,17.0,0.0,0.0,4.0,4.0,0.0,0.0,
120911785,05000112654028,Coca-Cola Zero 330ml,Coca-Cola,22.9,69.39,litre,0.9,0.2,,0.0,,0.0,0.0,,
200005536,08594008049137,Pepsi Cola 330ml,PEPSI COLA,22.9,69.39,litre,120.0,28.0,0.0,0.0,7.0,0.0,0.0,0.01,
220143610,08594008049304,Pepsi Zero Sugar 330ml,Pepsi ,22.9,69.39,litre,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,
220216282,08595646201710,Relax Exotica mango jablko pomeranč citron 300ml,Relax,22.9,76.33,litre,192.0,45.0,0.0,0.0,11.0,11.0,0.5,0.0,
105029140,05059944693835,Tesco Salát z vařené černé čočky a kuskusu s cizrnovo-sezamovou pastou 220g,TESCO,64.9,295,kg,865.0,208.0,12.0,1.3,13.0,1.4,8.4,1.2,7.2
105029142,05059944693859,Tesco Salát z vařené cizrny s vařeným bulgurem a sušenými proslazenými klikvami 220g,TESCO,64.9,295,kg,789.0,189.0,8.5,0.9,17.0,8.8,6.2,0.9,10.0
105326792,05059944695365,Tesco Debrecínka 202g,TESCO,64.9,321.29,kg,1330.0,319.0,17.0,3.6,28.0,3.1,14.0,1.5,0.5
105450859,05059944696348,Tesco Pečená paprika a špenát 157g,TESCO,64.9,413.38,kg,1150.0,274.0,,1.4,,3.9,5.4,,3.9
213331899,02898430000000,Jablka golden delicious,TESCO,4.76,24.9,kg,,52,0.2,,14.0,,0.3,,
214284569,02808370000000,Hrušky zelené,TESCO,11.08,59.9,kg,,57,0.1,,15.0,,0.4,,
120397580,02811230000000,Hrušky Conference,TESCO,10.03,49.9,kg,,57,0.1,,15.0,,0.4,,
213423181,02800390000000,Jablka red delicious,TESCO,9.46,39.9,kg,,52,0.2,,14.0,,0.3,,
219283208,02841280000000,Jablka Pink Lady,Tesco,12.38,61.9,kg,,52,0.2,,14.0,,0.3,,
213789621,02804510000000,Jablka Gala skládaná,TESCO,7.58,39.9,kg,,52,0.2,,14.0,,0.3,,
212692847,02841390000000,Jablka Granny Smith,TESCO,8.43,49.9,kg,,52,0.2,,14.0,,0.3,,
220330658,02801100000000,Jablka Crimson Snow,Tesco,8.99,59.9,kg,,52,0.2,,14.0,,0.3,,
105000421,02840300000000,Hrušky Xenia,Tesco,11.38,59.9,kg,,57,0.1,,15.0,,0.4,,
212733694,00000096091630,Hrušky Nashi ks,TESCO,29.9,29.9,each,,57,0.1,,15.0,,0.4,,
105000508,02840950000000,Jablka Ambrosia volná,Tesco,11.76,61.9,kg,,52,0.2,,14.0,,0.3,,
105000814,02842490000000,Jablka Cosmic Crisp,Tesco,13.98,69.9,kg,,52,0.2,,14.0,,0.3,,
212692885,05051007103954,Avokádo ks,TESCO,24.9,24.9,each,,160,15.0,,9.0,,2.0,,
212692861,08591601001456,Kiwi,TESCO,9.9,9.9,each,,61,0.5,,15.0,,1.1,,
212692946,00000000009645,Ananas,TESCO,69.9,69.9,each,,50,0.1,,13.0,,0.5,,
212692779,02895740000000,Zázvor,TESCO,149.9,149.9,kg,,80,0.8,,18.0,,1.8,,
212808927,00000000009690,Jablko granátové ks,TESCO,69.9,69.9,each,,52,0.2,,14.0,,0.3,,
213564884,00000000037051,Limetky,TESCO,11.9,11.9,each,,45,0.2,,11.0,,0.8,,
213010565,08595160120009,The Grower's Harvest Kiwi 1kg,GROWER'S HARVEST,79.9,79.9,kg,,61,0.5,,15.0,,1.1,,
212693493,00000000009751,Kokos,TESCO,29.9,29.9,each,,354,33.0,,15.0,,3.3,,
213245332,05060476090016,Tesco Ostružiny 125g,TESCO,99.9,799.2,kg,,55,0.3,,12.0,,0.8,,
213506464,08591911001382,Tesco Jahody 500g,TESCO,69.9,139.8,kg,,32,0.3,,7.7,,0.7,,
214501581,02808910000000,Hrozny tmavé,TESCO,119.9,119.9,kg,,69,0.2,,18.0,,0.7,,
212691772,02895340000000,Hrozny bílé,TESCO,119.9,119.9,kg,,69,0.2,,18.0,,0.7,,
220302697,00000010066096,Tesco Hrozno bílé bezpeckové 500g,TESCO,49.9,99.8,kg,,69,0.2,,18.0,,0.7,,
213564945,02808100000000,Mandarinky,TESCO,5.17,36.9,kg,,45,0.2,,11.0,,0.8,,
213564877,05051007057509,Tesco Citróny 500g,TESCO,39.9,79.8,kg,,29,0.3,,9.3,,1.1,,
213565072,05051007057493,Tesco Mandarinky 1kg,TESCO,49.9,49.9,kg,,45,0.2,,11.0,,0.8,,
212692816,02895420000000,Grep červený,TESCO,21.66,49.9,kg,,45,0.2,,11.0,,0.8,,
105027713,05059944692739,"Tesco Pitufo mandarinky 2,3kg",TESCO,139.9,60.83,kg,,45,0.2,,11.0,,0.8,,
217880287,08595160121693,Tesco Pomeranče krvavé 1kg,TESCO,52.9,52.9,kg,,45,0.2,,11.0,,0.8,,
105023186,08588003256256,Slovatys Granátové jablko 80g,Slovatys,39.9,498.75,kg,342.0,81.0,1.2,0.1,14.3,13.3,1.4,0.0,
105023188,08588007056142,"Slovatys Melounový mix gália, cantaloupe 150g",Slovatys,49.9,332.67,kg,260.0,62.0,0.1,0.0,14.8,10.6,1.1,0.1,
105023189,08588007056128,Slovatys Ananas 150g,Slovatys,49.9,332.67,kg,221.0,52.0,0.1,0.0,11.7,10.5,0.5,0.0,
105023177,08588009839163,"Slovatys Ovocný mix ananas, mango, borůvky 150g",Slovatys,49.9,332.67,kg,243.0,57.0,0.3,0.0,12.2,11.1,0.7,0.0,
105023170,08588007056968,Slovatys Kokos 80g,Slovatys,39.9,498.75,kg,1580.0,384.0,36.5,32.1,4.8,4.8,4.6,0.1,
105023190,08588007056159,Slovatys Mango 150g,Slovatys,49.9,332.67,kg,289.0,68.0,0.6,0.1,14.3,12.9,0.6,0.0,
105023173,08588003256812,"Slovatys Ovocný mix jablko, pomeranč, hrozny 150g",Slovatys,49.9,332.67,kg,219.0,51.0,0.3,0.1,10.6,10.3,0.6,0.0,
105023183,08588009839170,"Slovatys Ovocný mix jahody, cantaloupe, borůvky 150g",Slovatys,49.9,332.67,kg,213.0,51.0,0.3,0.0,10.4,8.7,0.9,0.03,
111270653,08588009839378,"Slovatys Ovocný mix hrozny, cantaloupe 150g",SLOVATYS,49.9,332.67,kg,281.0,67.0,0.2,0.0,15.0,13.0,0.8,0.03,
212693080,08594023946411,Květák,TESCO,54.9,54.9,each,,25,0.3,,5.0,,1.9,,
212691413,02895190000000,Zelí pekingské,TESCO,35.52,44.9,kg,,25,0.1,,6.0,,1.3,,
220212504,08594023946275,Tesco Kapusta růžičková 500g,TESCO,29.9,59.8,kg,,43,0.3,,9.0,,3.4,,
213103304,02897520000000,Kapusta,TESCO,53.07,39.9,kg,,25,0.1,,6.0,,1.9,,
213756982,02804360000000,Zelí červené,TESCO,37.35,24.9,kg,,25,0.1,,6.0,,1.3,,
213500783,02800970000000,Zelí bílé rané,TESCO,44.9,44.9,kg,,25,0.1,,6.0,,1.3,,
212781787,08595126600026,Tesco Brambory konzumní pozdní varný typ B 2kg,TESCO,19.9,9.95,kg,,77,0.1,,17.0,,2.0,,
212836746,08595126600019,Tesco Brambory konzumní pozdní varný typ A 2kg,TESCO,39.9,19.95,kg,,77,0.1,,17.0,,2.0,,
212691529,02895220000000,Brambory sladké,TESCO,29.95,59.9,kg,,77,0.1,,17.0,,2.0,,
213130836,08595126600057,Tesco Brambory konzumní pozdní červené 2kg,TESCO,44.9,22.45,kg,,77,0.1,,17.0,,2.0,,
219273551,08595126600033,Tesco Brambory konzumní pozdní varný typ C 2kg,TESCO,39.9,19.95,kg,,77,0.1,,17.0,,2.0,,
220328632,08594204340281,"Tesco Brambory 2,5kg",TESCO,79.9,31.96,kg,,77,0.1,,17.0,,2.0,,
212733151,02896140000000,Cibule červená,TESCO,6.6,34.9,kg,,40,0.1,,9.3,,1.1,,
212693554,00000000004657,Cibule svazková,TESCO,17.9,17.9,each,,40,0.1,,9.3,,1.1,,
219589881,08591911000668,Tesco Česnek český 3 ks,TESCO,44.9,14.97,each,,360,16.0,,49.0,,6.0,,
216407485,08594204340021,Tesco Cibule šalotka 250g,TESCO,29.9,119.6,kg,,40,0.1,,9.3,,1.1,,
213756937,02804830000000,Cibule bílá,TESCO,8.4,44.9,kg,,40,0.1,,9.3,,1.1,,
219523304,08591911001030,Tesco Jezte čerstvé česnek svazek 3 ks,TESCO,59.9,19.97,each,,360,16.0,,49.0,,6.0,,
213349436,02898510000000,Petržel,TESCO,10.93,49.9,kg,,30,0.2,,5.0,,1.5,,
212692991,02895470000000,Celer,TESCO,7.05,24.9,kg,,16,0.2,,3.0,,0.7,,
212692151,08594023947180,Tesco Mrkev 1kg,TESCO,19.9,19.9,kg,,41,0.2,,10.0,,0.9,,
212693530,00000000013857,Ředkvičky,TESCO,12.9,12.9,each,,16,0.1,,3.4,,0.7,,
212693578,00000000004695,Kedlubna,TESCO,18.9,18.9,each,,27,0.1,,6.2,,1.7,,
212694025,02895560000000,Řepa červená,TESCO,4.46,24.9,kg,,43,0.2,,10.0,,1.6,,
213050424,05051007065436,Tesco Celer řapíkatý,TESCO,34.9,34.9,each,,16,0.2,,3.0,,0.7,,
220277117,08594204340038,Tesco Petržel 350g,TESCO,34.9,99.71,kg,,30,0.2,,5.0,,1.5,,
212692106,00000000004688,Mrkev svazek,TESCO,34.9,34.9,each,,41,0.2,,10.0,,0.9,,
212692939,08594204340342,Petržel s natí svazek,TESCO,29.9,29.9,each,,30,0.2,,5.0,,1.5,,
212692878,02895760000000,Cuketa,TESCO,22.85,79.9,kg,,17,0.3,,3.1,,1.2,,
212692854,02895750000000,Lilek,TESCO,22.38,99.9,kg,,25,0.2,,6.0,,1.0,,
219355431,02800830000000,Dýně máslová,TESCO,30.12,34.9,kg,,45,0.1,,12.0,,1.0,,
130321396,02817190000000,Dýně Hokkaido,TESCO,164.7,54.9,kg,,37,0.2,,8.8,,1.6,,
214132365,02807550000000,Okurka polní,TESCO,54.9,54.9,kg,,15,0.1,,3.6,,0.7,,
212691222,02895140000000,Paprika červená,TESCO,26.26,119.9,kg,,26,0.3,,6.0,,1.0,,
220269393,08433262107248,Tesco Cherry rajčata oválná 500g,TESCO,69.9,139.8,kg,,18,0.2,,3.9,,0.9,,
105005185,02845230000000,Rajčata keříková,TESCO,8.99,89.9,kg,,18,0.2,,3.9,,0.9,,
212691185,02895120000000,Paprika žlutá,TESCO,28.78,119.9,kg,,26,0.3,,6.0,,1.0,,
105010145,02846660000000,Paprika kapie červená,TESCO,22.38,99.9,kg,,26,0.3,,6.0,,1.0,,
105006199,05059944690643,Tesco Rajčata cherry 250g,TESCO,49.9,199.6,kg,,18,0.2,,3.9,,0.9,,
130566716,08594023949542,Tesco Rajčata cherry 400g,TESCO,89.9,224.75,kg,250,250.0,0,0,0,1,25,0,400
220219409,08594192220046,Čerstvě Utrženo Strabena cherry rajčata třešňovitá v hroznech 250g,Čerstvě Utrženo,89.9,359.6,kg,,18,0.2,,3.9,,0.9,,
214849461,08433262094630,The Grower's Harvest Paprika bílá 500g,GROWER'S HARVEST,69.9,139.8,kg,,26,0.3,,6.0,,1.0,,
212691710,02895330000000,Fenykl,TESCO,14.4,69.9,kg,,31,0.2,,7.3,,1.2,,
120397205,08595047200114,Agro Tuřanské kysané zelí ve slaném nálevu 500g,Agro ,22.9,65.43,kg,64.0,15.0,0.1,0.1,1.7,1.7,0.4,1.7,3.5
220000024,08413567021050,Řepa předvařená 500g,Unbranded,26.9,53.8,kg,,30,0.2,,5.0,,1.5,,
120505874,09001495400550,Machland Červené zelí 500g,Machland,26.9,76.86,kg,150.0,36.0,0.5,0.1,5.2,5.2,1.5,1.7,
212693110,05051007103824,Tesco Okurky kvašené ve slaném kořeněném nálevu 700g,TESCO,37.9,108.29,kg,27.0,6.0,0.1,0.1,1.0,1.0,0.6,2.6,0.5
120505868,08595058895545,Machland Delikat bílé zelí 500g,Machland,26.9,76.86,kg,208.0,49.0,0.5,0.1,8.7,8.6,1.2,1.3,
120031731,08588000954018,H+H Kysané zelí 700g,H+H,29.9,42.71,kg,73.0,17.0,0.1,0.1,3.5,1.6,0.8,2.2,
220000022,08413567031042,Huercasa Kukuřice cukrová předvařená 400g,Huercasa,51.9,129.75,kg,411.0,98.0,3.0,0.6,13.0,7.3,3.2,0.01,
130454181,08588000954254,H+H Lahůdková čalamáda v sladkokyselém nálevu 400g,H+H,43.5,43.5,each,123.0,29.0,0.5,0.1,6.7,4.6,0.8,0.66,
130454175,08588000954346,H+H Červená řepa v sladkokyselém nálevu 600g,H+H,45.9,131.14,kg,74.0,18.0,0.5,0.1,4.1,1.9,0.5,0.94,
220000023,08413567032407,Huercasa Kukuřice cukrová předvařená 400g,Huercasa,57.9,144.75,kg,456.0,109.0,2.8,0.7,15.0,7.0,3.2,0.04,
120034025,08588000954063,H+H Kysané okurky 800g,H+H,53.9,107.8,kg,46.0,11.0,0.1,0.1,1.8,1.0,0.8,2.0,5.0
130454133,08588000954025,H+H Okurky v sladkokyselém nálevu 500g,H+H,45.9,91.8,kg,28.0,7.0,0.5,0.1,1.2,0.5,0.5,1.5,
130454198,08588000954247,H+H Beraní rohy v sladkokyselém nálevu 500g,H+H ,49.9,99.8,kg,67.0,16.0,0.5,0.1,3.8,0.6,0.6,0.86,
105000251,08592366511815,Agro Tuřanské kysané zelí ve slaném nálevu 2kg,Agro ,99.9,58.76,kg,64.0,15.0,0.1,0.1,1.7,1.7,0.4,1.7,3.5
130844704,08595160124779,Kukuřice předvařená vakuovaná 400g,Unbranded,46.9,117.25,kg,438.0,115.34,1.58,0.35,21.54,6.6,4.19,0.01,
105379551,08588003256461,Slovatys Mrkev 220g,Slovatys ,39.9,181.36,kg,176.0,42.0,0.4,0.1,7.6,6.0,0.6,0.1,
120587021,08594023943854,Pórek ks,TESCO,24.9,24.9,each,,61,0.3,,14.0,,1.5,,
220042691,05051007102834,Tesco Rodinný salát 350g,TESCO,39.9,114,kg,131.0,31.0,0.5,0.0,5.0,2.0,1.1,0.07,2.5
220234610,08594061390016,Tesco Salát little gem 2 ks,TESCO,44.9,22.45,each,,30,0.2,,5.0,,1.5,,
105007866,05059944691336,Tesco Sladký křupavý salát 180g,TESCO,27.9,155,kg,135.0,32.0,0.5,0.0,5.0,2.6,1.3,0.1,1.8
105007591,05059944691275,Tesco Coleslaw salát 180g,TESCO,22.9,127.22,kg,90.0,21.0,0.5,0.0,3.5,3.0,0.5,0.0,2.0
220055848,05051007150361,Tesco Baby mrkev 300g,TESCO,39.9,133,kg,137.0,33.0,0.5,0.1,5.3,3.9,0.7,0.1,2.9
105007601,05059944691312,Tesco Salát s červenou řepou 140g,TESCO,21.9,156.43,kg,91.0,21.0,0.5,0.0,2.3,2.2,1.3,0.03,3.0
105007595,05059944691299,Tesco Sladký salátový mix 170g,TESCO,19.9,117.06,kg,107.0,26.0,0.5,0.1,3.5,2.0,1.2,0.07,2.5
111267958,08594061394632,Rukola praná 125g,Unbranded,35.9,287.2,kg,,25,0.7,,3.7,,2.6,,
111267959,08594061394618,Polníček praný 125g,Unbranded,35.9,287.2,kg,,21,0.4,,3.6,,2.0,,
111267989,08594061394663,Baby leaves mix praný 125g,Unbranded,35.9,287.2,kg,101.0,24.0,,0.2,,1.6,2.5,,
111267993,08594061394670,Rukola a polníček mix praný 125g,Unbranded,35.9,287.2,kg,101.0,24.0,,0.0,,1.3,2.3,,
213331974,05051007065412,Tesco Salát římský,TESCO,35.9,35.9,each,,30,0.2,,5.0,,1.5,,
220000748,05051007166485,Tesco Pomerančová šťáva 1l,TESCO,93.9,93.9,litre,174.0,41.0,0.5,0.1,9.2,8.8,0.6,0.01,0.5
220284020,05051007166454,Tesco Jablečná šťáva 1l,TESCO,51.9,51.9,litre,204.0,48.0,0.5,0.1,12.0,11.0,0.5,0.01,0.5
105005386,00000090280153,"Carpe Diem Kombucha 0,75l",Carpe Diem,63.9,85.2,litre,101.0,24.0,0.5,0.1,5.8,5.7,0.5,0.01,
130814585,05051007166492,Tesco Ananasová šťáva 1l,TESCO,109.9,109.9,litre,209.0,49.0,0.5,0.1,11.0,11.0,0.5,0.01,0.6
220263640,08595231207646,"Ugo Malina, jahoda, borůvka, jablko 250ml",Ugo,49.9,199.6,litre,255.0,61.0,0.5,0.1,14.0,14.0,0.5,0.01,
220000270,05051007166522,Tesco Šťáva z růžového grapefruitu s dužinou 1l,TESCO,93.9,93.9,litre,163.0,38.0,0.5,0.1,8.8,8.4,0.6,0.01,0.5
220313947,08591189962330,Český sad 100% jablečná šťáva 5l,Český sad,179.9,35.98,litre,190.0,46.0,0.06,0.01,11.2,9.7,0.3,4.0,
220302332,08588009377795,"Rio Cold Press Pomerančová šťáva se zázvorem, citronem 180ml",Rio,43.9,243.89,litre,221.0,52.0,0.5,0.1,11.2,10.8,0.7,0.06,
218610982,08586009854872,Rio Cold Press 100% šťáva z jablek a červené řepy 1l,Rio,79.9,79.9,litre,185.0,44.0,0.5,0.1,9.3,9.3,0.5,0.01,
105013019,09008700227476,"Rauch Juice Bar 99,9% ananas-pomeranč-maracuja 800ml",RAUCH,84.9,106.12,litre,231.0,55.0,,0.1,,12.0,0.6,,
105013005,09008700227575,Rauch Juice Bar 100% pomerančovo-mangovo-mrkvová šťáva 800ml,RAUCH,84.9,106.12,litre,189.0,45.0,,0.1,,8.8,0.7,,
105000558,08594183205854,Ugo Funkční smoothie lesní směs 500ml,Ugo,71.9,143.8,litre,231.0,55.0,0.5,0.1,12.0,9.7,0.5,0.01,3.0
105013001,09008700227551,Rauch Juice Bar 100% pomerančová šťáva 800ml,RAUCH,84.9,106.12,litre,181.0,43.0,,0.1,,8.5,0.7,,
130814562,05051007166553,Tesco Směs ovocných šťáv a dření 1l,TESCO,109.9,109.9,litre,178.0,42.0,0.5,0.1,9.7,9.7,0.5,0.01,0.5
220000749,05051007166447,Tesco Citrus Juice 1l,TESCO,93.9,93.9,litre,168.0,40.0,0.5,0.1,9.1,8.1,0.5,0.01,0.5
218273613,08586009854353,Rio Cold Press 100% karotka 1l,Rio,79.9,79.9,litre,172.0,41.0,0.5,0.1,7.5,7.5,1.5,0.01,
105014177,08588008231692,Rio Cold Press 100% jablko meruňka 1l,RIO,79.9,79.9,litre,217.0,51.0,0.5,0.1,12.3,10.7,0.5,0.03,
220004073,08595231207691,"Ugo Řepa, jablko 250ml",Ugo,49.9,199.6,litre,144.0,34.0,0.5,0.1,7.6,7.3,0.5,0.01,
105013016,09008700227612,Rauch Juice Bar Pink Dragon 800ml,RAUCH,84.9,106.12,litre,218.0,52.0,,0.1,,12.0,0.5,,
220205607,05051007166515,Tesco Směs ovocných šťáv a dření s kokosovým mlékem 750ml,TESCO,78.9,105.2,litre,300.0,71.0,2.0,,12.0,12.0,0.8,0.0,1.0
220322445,08588009377818,"Rio Cold Press Nápoj s pomerančovou šťávou s mangem, zázvorem, kurkumou 180ml",Rio,43.9,243.89,litre,204.0,48.0,0.5,,10.4,9.3,0.5,0.04,
105009268,08437017153719,Komvida Bio fermentovaný nápoj z čaje s drobným ovocem a ibiškem 250ml,Komvida,57.9,231.6,litre,44.0,10.0,0.5,0.1,2.6,1.9,0.3,0.01,
105006285,05051007166461,Tesco Směs ovocných šťáv a dření 250ml,TESCO,32.9,131.6,litre,206.0,49.0,,0.1,,11.0,0.5,,0.9
220361765,08588009377672,Rio Cold Press Nesycený vícedruhový ovocný nápoj s malinovým pyré s kousky aloe vera 400ml,Rio,39.9,99.75,litre,161.0,38.0,0.5,0.1,7.9,7.3,0.5,0.04,
105006286,05051007166478,Tesco Směs ovocných šťáv a dření 750ml,TESCO,78.9,105.2,litre,206.0,49.0,0.5,0.1,11.0,11.0,0.5,0.01,0.9
105010606,05906974035442,Andros Shot Immunity 55ml,Andros,49.9,907.27,litre,171.0,42.0,0.5,0.1,9.6,7.6,0.5,0.01,
105006284,05051007166546,Tesco Směs ovocných šťáv a dření 750ml,TESCO,78.9,105.2,litre,197.0,47.0,0.5,0.1,11.0,11.0,0.5,0.01,0.9
105014176,08588009377474,Rio Cold Press 100% ananasová šťáva s ananasovými kousky 700ml,RIO,98.9,141.29,litre,231.0,55.0,0.5,0.1,12.0,11.0,0.5,0.01,
105006282,05051007166539,Tesco Směs ovocných šťáv a dření 250ml,TESCO,32.9,131.6,litre,197.0,47.0,,0.1,,11.0,0.5,,0.9
105000492,08594183205373,Ugo Bylinková limonáda levandule jahoda citrón 500ml,Ugo,47.9,95.8,litre,81.0,19.0,0.5,0.1,4.5,4.3,0.5,0.01,
105010609,05906974035411,Andros Shot Energy 55ml,Andros ,49.9,907.27,litre,186.0,46.0,0.5,0.1,9.6,8.5,0.5,0.01,
220328701,08588009377757,Rio Cold Press Nápoj s jablečnou šťávou a šťávou z červené řepy se zázvorem 180ml,Rio,43.9,243.89,litre,204.0,48.0,0.5,0.0,10.4,9.1,0.5,0.02,
220319907,09008700231589,"Rauch Juice Bar 99,9% ananas-pomeranč-maracuja 330ml",Rauch,44.9,136.06,litre,231.0,55.0,,0.1,,12.0,0.6,,
105000494,08594183201023,Ugo Bylinková limonáda pomeranč a máta zázvor 500ml,Ugo,47.9,95.8,litre,90.0,21.0,0.5,0.1,5.1,5.1,0.5,0.01,
220284034,05051007166508,Tesco Směs ovocných šťáv a dření s kokosovým mlékem 250ml,TESCO,32.9,131.6,litre,300.0,71.0,,2.0,,12.0,0.8,,1.0
220319906,09008700231565,Rauch Juice Bar 100% pomerančovo-mangovo-mrkvová šťáva 330ml,Rauch,44.9,136.06,litre,189.0,45.0,,0.1,,8.8,0.7,,
105002122,08588009377658,Rio Cold Press Nesycený ovocný nápoj s grapefruitovou šťávou 400ml,RIO,39.9,99.75,litre,161.0,38.0,0.5,0.1,7.9,7.2,0.5,0.03,
220319905,09008700231541,Rauch Juice Bar 100% pomerančová šťáva 330ml,Rauch ,44.9,136.06,litre,181.0,43.0,,0.1,,8.5,0.7,,
105002123,08588009377610,Rio Cold Press Nesycený ovocný nápoj s citronovou šťávou a dužinou ochucený zázvorem 400ml,RIO,39.9,99.75,litre,,45,0.2,,11.0,7.1,0.8,,
105021077,08594183206356,"Ugo Cold Brew Tea jahoda, bucco a máta 500ml",Ugo,49.9,99.8,litre,102.0,24.0,0.5,0.1,5.9,5.8,0.5,0.01,
105157922,08594183207285,Ugo Fokus funkční smoothie 250ml,Ugo,44.9,179.6,litre,317.0,76.0,0.5,0.3,15.8,13.8,0.6,0.01,
105157925,08594183207308,Ugo Krása funkční smoothie 250ml,Ugo,44.9,179.6,litre,317.0,76.0,0.5,0.3,16.1,14.7,0.6,0.01,
105157926,08594183207346,Ugo Imunita funkční drink 250ml,Ugo,44.9,179.6,litre,396.0,95.0,0.5,0.2,21.4,19.3,1.2,0.01,
105303250,05059944695280,Tesco 100% pomerančová šťáva s dužninou 200ml,TESCO,22.9,114.5,litre,223.0,53.0,0.5,0.1,12.0,12.0,0.5,0.01,0.5
105303260,05059944695297,Tesco 100 % šťáva z jablek a červené řepy 200ml,TESCO,22.9,114.5,litre,185.0,44.0,0.5,0.1,9.3,8.4,0.5,0.04,0.5
105303262,05059944695303,Tesco 100 % ananasová šťáva 180ml,TESCO,29.9,166.11,litre,217.0,51.0,0.5,0.1,11.0,9.8,0.7,0.07,0.5
105303277,05059944695310,Tesco Jablečná šťáva se zázvorem 180ml,TESCO,29.9,166.11,litre,219.0,52.0,0.5,0.1,11.0,10.0,0.5,0.03,0.5
111273580,05906974044963,Andros Beauty+ nealkoholický nápoj s mrkvovou a jablečnou šťávou se skořicí 55ml,ANDROS,49.9,907.27,litre,175.0,41.0,0.5,0.1,7.4,6.8,1.4,0.05,
111274672,08594197600027,Magu Razzberave funkční rostlinný nápoj nealkoholický sycený 500ml,MAGU,169.9,339.8,litre,97.0,25.0,0.0,0.0,5.7,5.4,0.0,0.0,
130304549,08410171040101,Limeñita Šťáva z klementinek s dužinou 750ml,Limeñita,86.9,115.87,litre,185.0,44.0,0.1,0.0,9.9,9.8,0.6,0.0,0.3
218211424,08595160103538,Tesco Koriandr 20g,TESCO,29.9,1495,kg,,23,0.5,,3.7,,2.1,,
220337742,08595160100155,Tesco Bazalka 20g,TESCO,29.9,1495,kg,,23,0.6,,2.7,,3.2,,
111273441,05059944699851,Tesco Kopr 50g,TESCO (TESCO),36.9,738,kg,,43,1.1,,7.0,,3.5,,
111273447,05059944699868,Tesco Petržel hladkolistá 100g,TESCO (TESCO),28.9,289,kg,,30,0.2,,5.0,,1.5,,
212693233,08595160100018,Tesco Bazalka ,TESCO,49.9,49.9,each,,23,0.6,,2.7,,3.2,,
212809023,08595160100629,Tesco Pažitka,TESCO,49.9,49.9,each,,30,0.7,,4.4,,3.3,,
215443736,08595160100445,Tesco Petržel kadeřavá,TESCO,49.9,49.9,each,,30,0.2,,5.0,,1.5,,
100579609,05051007115797,Tesco Banán fritovaný kandovaný plátky 100g,TESCO,24.9,249,kg,2151.0,515.0,30.0,5.6,58.0,19.0,1.9,0.18,5.1
100396893,05051007163675,Tesco Rozinky Thompson Jumbo 200g,TESCO,37.9,189.5,kg,1275.0,301.0,1.2,0.2,69.0,67.0,2.0,0.01,3.0
100396890,05051007165785,Tesco Rozinky zlaté Jumbo 200g,TESCO,46.9,234.5,kg,1240.0,292.0,0.5,0.1,68.0,63.0,2.6,0.01,3.8
100484806,05051007165860,Tesco Sušené jablečné lupínky 40g,TESCO,29.9,747.5,kg,1478.0,349.0,0.6,0.2,79.0,73.0,1.7,0.01,10.0
100579608,05051007115759,Tesco Kandovaný ananas plátky 200g,TESCO,67.9,339.5,kg,1481.0,349.0,0.5,0.1,84.0,76.0,0.5,0.71,2.9
100489370,05051007116275,Tesco Papája kostky 150g,TESCO,39.9,266,kg,1530.0,360.0,0.0,0.0,90.0,80.0,0.0,0.1,
100547190,05051007116022,Tesco Datle vypeckované 200g,BUSH,41.9,209.5,kg,1252.0,295.0,0.5,0.1,68.0,68.0,3.3,0.03,4.0
100396862,05051007115889,Tesco Zázvor kandovaný 150g,TESCO,44.9,299.33,kg,1598.0,376.0,0.0,0.0,94.0,93.0,0.0,0.0,
100242322,05051007115605,Tesco Klikvy 200g,TESCO,51.9,259.5,kg,1405.0,332.0,1.4,0.5,76.8,65.0,0.1,0.1,5.7
100579617,05051007165655,Tesco Směs zpracovaného ovoce a kokosových lupínků 100g,BUSH,44.9,449,kg,1941.0,464.0,24.0,20.0,57.0,42.0,2.2,0.31,5.8
100882853,00000003493281,Tesco Sušené mango 35g,TESCO STANDARD,29.9,854.29,kg,1377.0,325.0,,0.3,,54.0,2.7,,8.0
100757733,05051007163668,Tesco Datle vypeckované 200g,TESCO,36.9,184.5,kg,1230.0,291.0,0.5,0.1,65.0,59.0,2.0,0.01,9.0
100547292,05051007115827,Tesco Klikvy 200g,TESCO,65.9,329.5,kg,1457.0,343.0,1.0,0.1,83.0,72.0,0.5,0.01,
105009535,05059944691626,Tesco Kandované višně v hořké čokoládě 120g,TESCO,55.9,465.83,kg,1917.0,457.0,17.0,11.0,70.0,60.0,4.0,0.11,3.8
100547284,05051007114042,Tesco Kokosové kostky v mléčné čokoládě 500g,TESCO,139.9,279.8,kg,2209.0,532.0,34.0,26.0,47.0,39.0,4.5,0.18,7.5
